TrainingRowId,SourceProject,SourceRowId,Caller,CallerSignature,Callee,CalleeSignature,Line,MethodName,ManualLabel,AnnotationConfidence,AnnotationRationale
430,JPacman,649,nl.tudelft.jpacman.game.Game#move,"nl.tudelft.jpacman.game.Game#move(nl.tudelft.jpacman.level.Player,nl.tudelft.jpacman.board.Direction)",nl.tudelft.jpacman.points.PointCalculator#pacmanMoved,"nl.tudelft.jpacman.points.PointCalculator#pacmanMoved(nl.tudelft.jpacman.level.Player,nl.tudelft.jpacman.board.Direction)",113,pacmanMoved,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/game/Game.java:113 shows ""pointCalculator.pacmanMoved(player, direction);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=pacmanMoved, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
431,Thunderbird,2966,com.fsck.k9.mailstore.LocalMessage#populateFromGetMessageCursor,com.fsck.k9.mailstore.LocalMessage#populateFromGetMessageCursor(android.database.Cursor),com.fsck.k9.mailstore.LocalMessage#setFlagInternal,"com.fsck.k9.mailstore.LocalMessage#setFlagInternal(com.fsck.k9.mail.Flag,boolean)",122,setFlagInternal,Command/Mutate,High,"Source app/core/src/main/java/com/fsck/k9/mailstore/LocalMessage.java:122 shows ""setFlagInternal(Flag.SEEN, read);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setFlagInternal, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=CALLS_MUTATOR, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
432,PetClinic,971,org.springframework.samples.petclinic.service.ClinicServiceTests#shouldInsertOwner,org.springframework.samples.petclinic.service.ClinicServiceTests#shouldInsertOwner(),org.springframework.samples.petclinic.owner.OwnerRepository#findByLastNameStartingWith,"org.springframework.samples.petclinic.owner.OwnerRepository#findByLastNameStartingWith(java.lang.String,org.springframework.data.domain.Pageable)",122,findByLastNameStartingWith,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/service/ClinicServiceTests.java:122 shows ""owners = this.owners.findByLastNameStartingWith(""Schultz"", pageable);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=findByLastNameStartingWith, NamePattern=query, CalleeNameAction=FINDER, IsVoidCall=false, ReturnType=org.springframework.data.domain.Page, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
433,JPacman,175,nl.tudelft.jpacman.level.LevelTest#registerPlayer,nl.tudelft.jpacman.level.LevelTest#registerPlayer(),Mockito#mock,Mockito#mock(java.lang.Class),111,mock,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/level/LevelTest.java:111 shows ""Player p = mock(Player.class);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=mock, ReceiverCategory=static_type, ResultUsageKind=ASSIGNED, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
434,JPacman,636,nl.tudelft.jpacman.game.Game#start,nl.tudelft.jpacman.game.Game#start(),nl.tudelft.jpacman.level.Level#addObserver,nl.tudelft.jpacman.level.Level#addObserver(nl.tudelft.jpacman.level.Level$LevelObserver),55,addObserver,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/game/Game.java:55 shows ""getLevel().addObserver(this);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=addObserver, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=CALLS_MUTATOR, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
435,Thunderbird,8809,com.fsck.k9.view.MessageHeader#getReplyActionName,com.fsck.k9.view.MessageHeader#getReplyActionName(com.fsck.k9.message.ReplyAction),getContext,getContext(),294,getContext,Query/Retrieve,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/view/MessageHeader.java:294 shows ""Context context = getContext();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getContext, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=android.content.Context, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
436,Thunderbird,8461,com.fsck.k9.ui.messageview.AttachmentView#onClick,com.fsck.k9.ui.messageview.AttachmentView#onClick(android.view.View),com.fsck.k9.ui.messageview.AttachmentView#onViewButtonClick,com.fsck.k9.ui.messageview.AttachmentView#onViewButtonClick(),109,onViewButtonClick,Command/Mutate,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/ui/messageview/AttachmentView.java:109 shows ""onViewButtonClick();"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=onViewButtonClick, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=NONE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
437,PetClinic,1168,org.springframework.samples.petclinic.PostgresIntegrationTests$PropertiesLogger#printProperties,org.springframework.samples.petclinic.PostgresIntegrationTests$PropertiesLogger#printProperties(),org.apache.commons.logging.Log#info,org.apache.commons.logging.Log#info(java.lang.String),132,info,Unknown/Mixed,Medium,"Source src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java:132 shows ""log.info(name + ""="" + value + "" OVERRIDDEN to "" + resolved);"". Label: Unknown/Mixed. The call is a logging or diagnostic side effect, which is intentionally outside the semantic labels used for domain call-site roles. Selected feature evidence: MethodName=info, IsLoggingCall=true, ReceiverCategory=logger, CalleeNameAction=LOGGER, ResultUsageKind=IGNORED."
438,PetClinic,857,org.springframework.samples.petclinic.vet.VetController#showVetList,"org.springframework.samples.petclinic.vet.VetController#showVetList(int,org.springframework.ui.Model)",org.springframework.data.domain.Page#toList,org.springframework.data.domain.Page#toList(),50,toList,Compute/Transform,High,"Source src/main/java/org/springframework/samples/petclinic/vet/VetController.java:50 shows ""vets.getVetList().addAll(paginated.toList());"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=toList, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=PASSED_AS_ARGUMENT, ReturnType=void, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
439,JPacman,158,nl.tudelft.jpacman.level.LevelTest#setUp,nl.tudelft.jpacman.level.LevelTest#setUp(),nl.tudelft.jpacman.npc.Ghost#getInterval,nl.tudelft.jpacman.npc.Ghost#getInterval(),65,getInterval,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/level/LevelTest.java:65 shows ""when(ghost.getInterval()).thenReturn(defaultInterval);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getInterval, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=long, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
440,JPacman,766,nl.tudelft.jpacman.Launcher#makeLevel,nl.tudelft.jpacman.Launcher#makeLevel(),nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(java.lang.String),93,parseMap,Compute/Transform,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:93 shows ""return getMapParser().parseMap(getLevelMap());"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseMap, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=RETURNED|CHAINED, ReturnType=nl.tudelft.jpacman.level.Level, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=true."
441,Thunderbird,9109,com.fsck.k9.view.ViewSwitcher#showFirstView,com.fsck.k9.view.ViewSwitcher#showFirstView(),setDisplayedChild,setDisplayedChild(int),38,setDisplayedChild,Command/Mutate,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/view/ViewSwitcher.java:38 shows ""setDisplayedChild(0);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setDisplayedChild, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
442,PetClinic,871,org.springframework.samples.petclinic.vet.VetControllerTests#james,org.springframework.samples.petclinic.vet.VetControllerTests#james(),org.springframework.samples.petclinic.model.Person#setFirstName,org.springframework.samples.petclinic.model.Person#setFirstName(java.lang.String),56,setFirstName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java:56 shows ""james.setFirstName(""James"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setFirstName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
443,JPacman,36,nl.tudelft.jpacman.board.BoardTest#verifyWidth,nl.tudelft.jpacman.board.BoardTest#verifyWidth(),isEqualTo,isEqualTo(int),31,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardTest.java:31 shows ""assertThat(board.getWidth()).isEqualTo(MAX_WIDTH);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
444,Thunderbird,4427,com.fsck.k9.message.IdentityHeaderParser#parse,com.fsck.k9.message.IdentityHeaderParser#parse(java.lang.String),java.util.Map#put,"java.util.Map#put(java.lang.Object,java.lang.Object)",42,put,Command/Mutate,High,"Source app/core/src/main/java/com/fsck/k9/message/IdentityHeaderParser.java:42 shows ""identity.put(key, value);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=put, CalleeNameAction=MUTATOR, IsVoidCall=false, MethodLooksMutator=false, CalleeLooksCommandMethod=false, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
445,Thunderbird,1479,com.fsck.k9.controller.UidReverseComparatorTest#compare_withNullArgumentAndMessageWithInvalidUid_shouldReturnZero,com.fsck.k9.controller.UidReverseComparatorTest#compare_withNullArgumentAndMessageWithInvalidUid_shouldReturnZero(),Assert#assertEquals,"Assert#assertEquals(java.lang.String,int,int)",73,assertEquals,Validate/Guard,High,"Source app/core/src/test/java/com/fsck/k9/controller/UidReverseComparatorTest.java:73 shows ""assertEquals(""result must be 0 when both arguments are not a message with valid UID"", 0, result);"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=assertEquals, CalleeNameAction=VALIDATOR, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=IGNORED."
446,Thunderbird,1340,com.fsck.k9.controller.MessagingControllerTest#sendPendingMessagesSynchronous_shouldSendMessageUsingTransport,com.fsck.k9.controller.MessagingControllerTest#sendPendingMessagesSynchronous_shouldSendMessageUsingTransport(),sendMessage,sendMessage(com.fsck.k9.mailstore.LocalMessage),306,sendMessage,Notify/Publish,High,"Source app/core/src/test/java/com/fsck/k9/controller/MessagingControllerTest.java:306 shows ""verify(backend).sendMessage(localMessageToSend1);"". Label: Notify/Publish. The call-site signals observers, publishes state, or dispatches a message/event to dependent code. Selected feature evidence: MethodName=sendMessage, CalleeNameAction=NOTIFICATION, NameStartsWithNotify=false, NameStartsWithPublish=false, NameStartsWithSend=true, ReceiverLooksLikeEventBus=false, ReceiverLooksLikeObserverPublisher=false, ReceiverLooksLikeListenerRegistry=false, AnyArgumentLooksLikeEvent=false, AnyArgumentLooksLikeMessage=true."
447,JPacman,157,nl.tudelft.jpacman.level.LevelTest#setUp,nl.tudelft.jpacman.level.LevelTest#setUp(),Mockito#when,Mockito#when(long),65,when,Control/Orchestrate,Medium,"Source src/default-test/java/nl/tudelft/jpacman/level/LevelTest.java:65 shows ""when(ghost.getInterval()).thenReturn(defaultInterval);"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=when, ReceiverCategory=static_type, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
448,JPacman,123,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#fuzzerTest(org.junit.jupiter.api.RepetitionInfo),nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#getRandomDirection,nl.tudelft.jpacman.fuzzer.JPacmanFuzzer#getRandomDirection(),94,getRandomDirection,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/fuzzer/JPacmanFuzzer.java:94 shows ""chosen = getRandomDirection();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getRandomDirection, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=nl.tudelft.jpacman.board.Direction, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
449,PetClinic,20,org.springframework.samples.petclinic.owner.Owner#addPet,org.springframework.samples.petclinic.owner.Owner#addPet(org.springframework.samples.petclinic.owner.Pet),org.springframework.samples.petclinic.owner.Owner#getPets,org.springframework.samples.petclinic.owner.Owner#getPets(),99,getPets,Query/Retrieve,High,"Source src/main/java/org/springframework/samples/petclinic/owner/Owner.java:99 shows ""getPets().add(pet);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getPets, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.util.List, ResultUsageKind=CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=true, ReturnsOptional=false."
450,JPacman,216,nl.tudelft.jpacman.level.CollisionInteractionMap#getInheritance,nl.tudelft.jpacman.level.CollisionInteractionMap#getInheritance(java.lang.Class),java.util.List#size,java.util.List#size(),173,size,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/level/CollisionInteractionMap.java:173 shows ""while (found.size() > index) {"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=size, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=false, ReturnType=int, ResultUsageKind=USED_IN_CONDITION|USED_IN_COMPARISON, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
451,JPacman,402,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath,nl.tudelft.jpacman.npc.ghost.NavigationTest#testCornerPath(),com.google.common.collect.Lists#newArrayList,"com.google.common.collect.Lists#newArrayList(java.lang.String,java.lang.String,java.lang.String,java.lang.String)",113,newArrayList,Creational,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:113 shows ""Lists.newArrayList(""####"", ""# #"", ""## #"", ""####"")).getBoard();"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=newArrayList, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
452,JPacman,797,nl.tudelft.jpacman.Launcher#launch,nl.tudelft.jpacman.Launcher#launch(),nl.tudelft.jpacman.ui.PacManUiBuilder#build,nl.tudelft.jpacman.ui.PacManUiBuilder#build(nl.tudelft.jpacman.game.Game),187,build,Creational,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:187 shows ""pacManUI = builder.build(getGame());"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=build, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=true, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=CALLS_MUTATOR|RETURNS_VALUE|RETURNS_NEW_OBJECT."
453,PetClinic,242,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess(),java.util.List#of,"java.util.List#of(java.lang.Object,java.lang.Object)",144,of,Creational,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:144 shows ""Page<Owner> tasks = new PageImpl<>(List.of(george(), new Owner()));"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=of, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=true, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
454,JPacman,683,nl.tudelft.jpacman.ui.BoardPanel#render,"nl.tudelft.jpacman.ui.BoardPanel#render(nl.tudelft.jpacman.board.Board,java.awt.Graphics,java.awt.Dimension)",nl.tudelft.jpacman.ui.BoardPanel#render,"nl.tudelft.jpacman.ui.BoardPanel#render(nl.tudelft.jpacman.board.Square,java.awt.Graphics,int,int,int,int)",92,render,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/ui/BoardPanel.java:92 shows ""render(square, graphics, cellX, cellY, cellW, cellH);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=render, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=NONE, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
455,JPacman,314,nl.tudelft.jpacman.level.MapParser#addSquare,"nl.tudelft.jpacman.level.MapParser#addSquare(nl.tudelft.jpacman.board.Square[][],java.util.List,java.util.List,int,int,char)",nl.tudelft.jpacman.level.LevelFactory#createPellet,nl.tudelft.jpacman.level.LevelFactory#createPellet(),121,createPellet,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:121 shows ""levelCreator.createPellet().occupy(pelletSquare);"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createPellet, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE|RETURNS_NEW_OBJECT."
456,PetClinic,795,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings(),java.util.regex.Pattern#matcher,java.util.regex.Pattern#matcher(java.lang.CharSequence),64,matcher,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:64 shows ""boolean hasThTextAttribute = HAS_TH_TEXT_ATTRIBUTE.matcher(line).find();"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=matcher, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=java.util.regex.Matcher, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
457,JPacman,252,nl.tudelft.jpacman.level.Level#move,"nl.tudelft.jpacman.level.Level#move(nl.tudelft.jpacman.board.Unit,nl.tudelft.jpacman.board.Direction)",nl.tudelft.jpacman.level.CollisionMap#collide,"nl.tudelft.jpacman.level.CollisionMap#collide(nl.tudelft.jpacman.board.Unit,nl.tudelft.jpacman.board.Unit)",190,collide,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/level/Level.java:190 shows ""collisions.collide(unit, occupant);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=collide, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
458,PetClinic,169,org.springframework.samples.petclinic.owner.OwnerControllerTests#george,org.springframework.samples.petclinic.owner.OwnerControllerTests#george(),org.springframework.samples.petclinic.model.NamedEntity#setName,org.springframework.samples.petclinic.model.NamedEntity#setName(java.lang.String),83,setName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:83 shows ""max.setName(""Max"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
459,JPacman,513,nl.tudelft.jpacman.npc.ghost.Navigation#findUnit,"nl.tudelft.jpacman.npc.ghost.Navigation#findUnit(java.lang.Class,nl.tudelft.jpacman.board.Square)",java.lang.Class#isInstance,java.lang.Class#isInstance(java.lang.Object),150,isInstance,Validate/Guard,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Navigation.java:150 shows ""if (type.isInstance(unit)) {"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isInstance, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=USED_IN_CONDITION."
460,Thunderbird,2662,com.fsck.k9.mailstore.LocalFolder#getMessage,com.fsck.k9.mailstore.LocalFolder#getMessage(long),java.lang.Long#toString,java.lang.Long#toString(long),550,toString,Compute/Transform,High,"Source app/core/src/main/java/com/fsck/k9/mailstore/LocalFolder.java:550 shows ""new String[] { Long.toString(messageId), Long.toString(databaseId) });"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=toString, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=ASSIGNED|RETURNED|PASSED_AS_ARGUMENT, ReturnType=java.lang.String, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=false."
461,PetClinic,1133,org.springframework.samples.petclinic.PetClinicIntegrationTests#main,org.springframework.samples.petclinic.PetClinicIntegrationTests#main(java.lang.String[]),org.springframework.boot.SpringApplication#run,"org.springframework.boot.SpringApplication#run(java.lang.Class,java.lang.String)",67,run,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/PetClinicIntegrationTests.java:67 shows ""SpringApplication.run(PetClinicApplication.class, ""--spring.docker.compose.lifecycle-management=NONE"");"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=run, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=static_type, CallerMethodFanOut=1, CallerClassFanOut=7, InsideDelegationChain=false, HasChainedOrNestedDelegation=false."
462,JPacman,9,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast,nl.tudelft.jpacman.board.BoardFactoryTest#connectedEast(),isEqualTo,isEqualTo(nl.tudelft.jpacman.board.Square),61,isEqualTo,Validate/Guard,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:61 shows ""assertThat(s1.getSquareAt(Direction.EAST)).isEqualTo(s2);"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isEqualTo, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
463,Thunderbird,8115,com.fsck.k9.ui.crypto.MessageCryptoHelper#getMultipartSignedContentPartIfAvailable,com.fsck.k9.ui.crypto.MessageCryptoHelper#getMultipartSignedContentPartIfAvailable(com.fsck.k9.mail.Part),com.fsck.k9.mail.Part#getBody,com.fsck.k9.mail.Part#getBody(),827,getBody,Query/Retrieve,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/ui/crypto/MessageCryptoHelper.java:827 shows ""Body body = part.getBody();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getBody, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mail.Body, ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
464,JPacman,730,nl.tudelft.jpacman.LauncherSmokeTest#smokeTest,nl.tudelft.jpacman.LauncherSmokeTest#smokeTest(),nl.tudelft.jpacman.level.Player#getScore,nl.tudelft.jpacman.level.Player#getScore(),69,getScore,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/LauncherSmokeTest.java:69 shows ""assertThat(player.getScore()).isEqualTo(10);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getScore, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=int, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
465,PetClinic,506,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),122,perform,Control/Orchestrate,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:122 shows ""mockMvc"". Label: Control/Orchestrate. The call coordinates a framework, MVC, HTTP, or application flow rather than directly computing a local value. Selected feature evidence: MethodName=perform, CallerLayer=other, CalleeLayer=external, LayerRelation=other->external, ReceiverCategory=field, CallerMethodFanOut=13, CallerClassFanOut=3, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
