TrainingRowId,SourceProject,SourceRowId,Caller,CallerSignature,Callee,CalleeSignature,Line,MethodName,ManualLabel,AnnotationConfidence,AnnotationRationale
712,PetClinic,878,org.springframework.samples.petclinic.vet.VetControllerTests#helen,org.springframework.samples.petclinic.vet.VetControllerTests#helen(),org.springframework.samples.petclinic.model.NamedEntity#setName,org.springframework.samples.petclinic.model.NamedEntity#setName(java.lang.String),69,setName,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java:69 shows ""radiology.setName(""radiology"");"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setName, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=WRITES_FIELD|ASSIGNS_VARIABLE, PreviousStatementContainsMutation=true, FollowsStateMutationNearby=true."
713,PetClinic,376,org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner(),andExpect,andExpect(),218,andExpect,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:218 shows ""mockMvc.perform(get(""/owners/{ownerId}"", TEST_OWNER_ID))"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=andExpect, CalleeNameAction=OTHER, ResultUsageKind=CHAINED, BooleanLikeCall=false, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
714,JPacman,300,nl.tudelft.jpacman.level.LevelFactory#createGhost,nl.tudelft.jpacman.level.LevelFactory#createGhost(),nl.tudelft.jpacman.npc.ghost.GhostFactory#createInky,nl.tudelft.jpacman.npc.ghost.GhostFactory#createInky(),105,createInky,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/LevelFactory.java:105 shows ""return ghostFact.createInky();"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createInky, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE|RETURNS_NEW_OBJECT."
715,JPacman,670,nl.tudelft.jpacman.points.PointCalculatorLoader#getCalculatorClassName,nl.tudelft.jpacman.points.PointCalculatorLoader#getCalculatorClassName(),java.lang.Object#getClass,java.lang.Object#getClass(),50,getClass,Query/Retrieve,High,"Source src/main/java/nl/tudelft/jpacman/points/PointCalculatorLoader.java:50 shows ""properties.load(getClass().getClassLoader().getResourceAsStream(""scorecalc.properties""));"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getClass, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=java.lang.Class, ResultUsageKind=CHAINED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
716,Thunderbird,4892,com.fsck.k9.message.MessageBuilderTest#build_detachAndReattach_shouldSucceed,com.fsck.k9.message.MessageBuilderTest#build_detachAndReattach_shouldSucceed(),ArgumentMatchers#any,ArgumentMatchers#any(java.lang.Class),339,any,Control/Orchestrate,Medium,"Source app/core/src/test/java/com/fsck/k9/message/MessageBuilderTest.java:339 shows ""verify(anotherCallback).onMessageBuildSuccess(any(MimeMessage.class), eq(false));"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=any, ReceiverCategory=static_type, ResultUsageKind=PASSED_AS_ARGUMENT, InsideDelegationChain=true, HasChainedOrNestedDelegation=true."
717,PetClinic,805,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings(),java.lang.StringBuilder#append,java.lang.StringBuilder#append(java.lang.String),68,append,Compute/Transform,Medium,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:68 shows ""report.append(""HTML: "")"". Label: Compute/Transform. The append call contributes to constructing textual output in the source; although the receiver is mutated, the call-site purpose is value construction. Selected feature evidence: MethodName=append, Caller=org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkNonInternationalizedStrings, ResultUsageKind=CHAINED, CalleeNameAction=OTHER, IsVoidCall=false, InvocationFeedsAnotherCall=true."
718,JPacman,505,nl.tudelft.jpacman.npc.ghost.Navigation#findNearest,"nl.tudelft.jpacman.npc.ghost.Navigation#findNearest(java.lang.Class,nl.tudelft.jpacman.board.Square)",java.util.Set#contains,java.util.Set#contains(java.lang.Object),103,contains,Validate/Guard,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Navigation.java:103 shows ""if (!visited.contains(newTarget) && !toDo.contains(newTarget)) {"". Label: Validate/Guard. The source uses the call as a predicate or boolean check, so the call-site supplies guard/validation evidence. Selected feature evidence: MethodName=contains, CalleeNameAction=OTHER, ResultUsageKind=USED_IN_CONDITION, ReturnsBoolean=true, BooleanLikeCall=true, InIfCondition=true, InvocationResultUsedInComparison=false."
719,Thunderbird,915,com.fsck.k9.controller.MessagingController#deleteMessagesSynchronous,"com.fsck.k9.controller.MessagingController#deleteMessagesSynchronous(com.fsck.k9.Account,long,java.util.List,boolean)",com.fsck.k9.notification.NotificationController#removeNewMailNotification,"com.fsck.k9.notification.NotificationController#removeNewMailNotification(com.fsck.k9.Account,com.fsck.k9.mailstore.MessageReference)",1959,removeNewMailNotification,Command/Mutate,High,"Source app/core/src/main/java/com/fsck/k9/controller/MessagingController.java:1959 shows ""notificationController.removeNewMailNotification(account, message.makeMessageReference());"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=removeNewMailNotification, CalleeNameAction=DELETION, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
720,PetClinic,730,org.springframework.samples.petclinic.system.CrashControllerIntegrationTests#testTriggerExceptionJson,org.springframework.samples.petclinic.system.CrashControllerIntegrationTests#testTriggerExceptionJson(),org.springframework.http.ResponseEntity#getStatusCode,org.springframework.http.ResponseEntity#getStatusCode(),68,getStatusCode,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/system/CrashControllerIntegrationTests.java:68 shows ""assertThat(resp.getStatusCode()).isEqualTo(HttpStatus.INTERNAL_SERVER_ERROR);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getStatusCode, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=true, ReturnType=void, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
721,PetClinic,836,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync,org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync(),java.lang.StringBuilder#append,java.lang.StringBuilder#append(java.lang.String),126,append,Compute/Transform,Medium,"Source src/test/java/org/springframework/samples/petclinic/system/I18nPropertiesSyncTest.java:126 shows ""report.append(""Missing keys in "").append(fileName).append("":\n"");"". Label: Compute/Transform. The append call contributes to constructing textual output in the source; although the receiver is mutated, the call-site purpose is value construction. Selected feature evidence: MethodName=append, Caller=org.springframework.samples.petclinic.system.I18nPropertiesSyncTest#checkI18nPropertyFilesAreInSync, ResultUsageKind=CHAINED, CalleeNameAction=OTHER, IsVoidCall=false, InvocationFeedsAnotherCall=true."
722,JPacman,800,nl.tudelft.jpacman.Launcher#dispose,nl.tudelft.jpacman.Launcher#dispose(),java.awt.Window#dispose,java.awt.Window#dispose(),199,dispose,Command/Mutate,High,"Source src/main/java/nl/tudelft/jpacman/Launcher.java:199 shows ""pacManUI.dispose();"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=dispose, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
723,Thunderbird,2410,com.fsck.k9.helper.ReplyToParserTest#getRecipientsToReplyAllTo_should_excludeDuplicates,com.fsck.k9.helper.ReplyToParserTest#getRecipientsToReplyAllTo_should_excludeDuplicates(),Mockito#when,Mockito#when(<unknown>),141,when,Control/Orchestrate,Medium,"Source app/core/src/test/java/com/fsck/k9/helper/ReplyToParserTest.java:141 shows ""when(message.getRecipients(RecipientType.CC)).thenReturn(arrayConcatenate(CC_ADDRESSES, TO_ADDRESSES, Address.class));"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=when, ReceiverCategory=static_type, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
724,PetClinic,518,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithDuplicateName(),isOk,isOk(),129,isOk,Validate/Guard,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:129 shows "".andExpect(status().isOk())"". Label: Validate/Guard. The source call is part of a test assertion or expectation chain, so the call checks that an observed value or HTTP result satisfies an expected condition. Selected feature evidence: MethodName=isOk, CalleeNameAction=EXISTENCE_CHECK, ResultUsageKind=PASSED_AS_ARGUMENT|CHAINED, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
725,Thunderbird,1316,com.fsck.k9.controller.MessagingControllerTest#searchRemoteMessagesSynchronous_shouldNotifyOnFinish,com.fsck.k9.controller.MessagingControllerTest#searchRemoteMessagesSynchronous_shouldNotifyOnFinish(),Mockito#when,Mockito#when(<unknown>),272,when,Control/Orchestrate,Medium,"Source app/core/src/test/java/com/fsck/k9/controller/MessagingControllerTest.java:272 shows ""when(backend.search(anyString(), nullable(String.class), nullable(Set.class), nullable(Set.class), eq(false)))"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=when, ReceiverCategory=static_type, ResultUsageKind=CHAINED, InsideDelegationChain=false, HasChainedOrNestedDelegation=true."
726,JPacman,32,nl.tudelft.jpacman.board.BoardFactoryTest#connectedSouth,nl.tudelft.jpacman.board.BoardFactoryTest#connectedSouth(),nl.tudelft.jpacman.board.Square#getSquareAt,nl.tudelft.jpacman.board.Square#getSquareAt(nl.tudelft.jpacman.board.Direction),91,getSquareAt,Query/Retrieve,High,"Source src/default-test/java/nl/tudelft/jpacman/board/BoardFactoryTest.java:91 shows ""assertThat(s1.getSquareAt(Direction.SOUTH)).isEqualTo(s2);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getSquareAt, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=nl.tudelft.jpacman.board.Square, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
727,Thunderbird,7280,com.fsck.k9.activity.MessageCompose$7#onClick,"com.fsck.k9.activity.MessageCompose$7#onClick(android.content.DialogInterface,int)",com.fsck.k9.activity.MessageCompose#onDiscard,com.fsck.k9.activity.MessageCompose#onDiscard(),1144,onDiscard,Command/Mutate,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/MessageCompose.java:1144 shows ""onDiscard();"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=onDiscard, CalleeNameAction=OTHER, IsVoidCall=true, MethodLooksMutator=false, CalleeLooksCommandMethod=true, CalleeBodySummary=CALLS_MUTATOR, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
728,JPacman,498,nl.tudelft.jpacman.npc.ghost.Navigation#findNearest,"nl.tudelft.jpacman.npc.ghost.Navigation#findNearest(java.lang.Class,nl.tudelft.jpacman.board.Square)",java.util.List#isEmpty,java.util.List#isEmpty(),93,isEmpty,Validate/Guard,High,"Source src/main/java/nl/tudelft/jpacman/npc/ghost/Navigation.java:93 shows ""while (!toDo.isEmpty()) {"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isEmpty, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=OTHER_USED."
729,Thunderbird,2144,com.fsck.k9.helper.ReplyToParser#getRecipientsToReplyTo,"com.fsck.k9.helper.ReplyToParser#getRecipientsToReplyTo(com.fsck.k9.mail.Message,com.fsck.k9.Account)",com.fsck.k9.mail.Message#getReplyTo,com.fsck.k9.mail.Message#getReplyTo(),22,getReplyTo,Query/Retrieve,High,"Source app/core/src/main/java/com/fsck/k9/helper/ReplyToParser.java:22 shows ""Address[] replyToAddresses = message.getReplyTo();"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=getReplyTo, NamePattern=query, CalleeNameAction=ACCESSOR, IsVoidCall=false, ReturnType=com.fsck.k9.mail.Address[], ResultUsageKind=ASSIGNED, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
730,JPacman,311,nl.tudelft.jpacman.level.MapParser#addSquare,"nl.tudelft.jpacman.level.MapParser#addSquare(nl.tudelft.jpacman.board.Square[][],java.util.List,java.util.List,int,int,char)",nl.tudelft.jpacman.board.BoardFactory#createWall,nl.tudelft.jpacman.board.BoardFactory#createWall(),116,createWall,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:116 shows ""grid[x][y] = boardCreator.createWall();"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=createWall, CalleeNameAction=CREATION, IsFactoryLikeCall=true, ReturnsNewProjectType=true, MethodNameStartsWithCreate=true, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=RETURNS_VALUE|RETURNS_NEW_OBJECT."
731,JPacman,389,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoTraveller,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoTraveller(),containsExactly,"containsExactly(nl.tudelft.jpacman.board.Direction,nl.tudelft.jpacman.board.Direction)",90,containsExactly,Query/Retrieve,Medium,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:90 shows ""assertThat(path).containsExactly(Direction.EAST, Direction.EAST);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=containsExactly, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=true, ReturnType=void, ResultUsageKind=CHAINED, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
732,JPacman,693,nl.tudelft.jpacman.ui.PacManUI#start,nl.tudelft.jpacman.ui.PacManUI#start(),java.util.concurrent.Executors#newSingleThreadScheduledExecutor,java.util.concurrent.Executors#newSingleThreadScheduledExecutor(),105,newSingleThreadScheduledExecutor,Creational,High,"Source src/main/java/nl/tudelft/jpacman/ui/PacManUI.java:105 shows ""ScheduledExecutorService service = Executors.newSingleThreadScheduledExecutor();"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=newSingleThreadScheduledExecutor, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
733,PetClinic,529,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),param,"param(java.lang.String,java.lang.String)",136,param,Control/Orchestrate,Medium,"Source src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java:136 shows "".perform(post(""/owners/{ownerId}/pets/new"", TEST_OWNER_ID).param(""name"", ""Betty"")"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=param, ReceiverCategory=chained_call, ResultUsageKind=PASSED_AS_ARGUMENT|CHAINED, InsideDelegationChain=true, HasChainedOrNestedDelegation=true."
734,JPacman,375,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoShortestPath,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoShortestPath(),nl.tudelft.jpacman.level.MapParser#parseMap,nl.tudelft.jpacman.level.MapParser#parseMap(char[][]),69,parseMap,Compute/Transform,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:69 shows ""Board b = parser"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=parseMap, ComputeTransformNameHint=PARSE, CalleeNameAction=CONVERSION, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=nl.tudelft.jpacman.level.Level, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=true."
735,JPacman,315,nl.tudelft.jpacman.level.MapParser#addSquare,"nl.tudelft.jpacman.level.MapParser#addSquare(nl.tudelft.jpacman.board.Square[][],java.util.List,java.util.List,int,int,char)",nl.tudelft.jpacman.level.MapParser#makeGhostSquare,"nl.tudelft.jpacman.level.MapParser#makeGhostSquare(java.util.List,nl.tudelft.jpacman.npc.Ghost)",124,makeGhostSquare,Creational,High,"Source src/main/java/nl/tudelft/jpacman/level/MapParser.java:124 shows ""Square ghostSquare = makeGhostSquare(ghosts, levelCreator.createGhost());"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=makeGhostSquare, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=CALLS_MUTATOR|RETURNS_VALUE."
736,PetClinic,644,org.springframework.samples.petclinic.owner.PetTypeFormatterTests#shouldThrowParseException,org.springframework.samples.petclinic.owner.PetTypeFormatterTests#shouldThrowParseException(),org.springframework.samples.petclinic.owner.PetTypeFormatterTests#makePetTypes,org.springframework.samples.petclinic.owner.PetTypeFormatterTests#makePetTypes(),72,makePetTypes,Creational,High,"Source src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java:72 shows ""given(types.findPetTypes()).willReturn(makePetTypes());"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=makePetTypes, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=CALLS_MUTATOR|RETURNS_VALUE."
737,PetClinic,246,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess,org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessFindFormSuccess(),org.springframework.samples.petclinic.owner.OwnerRepository#findByLastNameStartingWith,"org.springframework.samples.petclinic.owner.OwnerRepository#findByLastNameStartingWith(java.lang.String,org.springframework.data.domain.Pageable)",145,findByLastNameStartingWith,Query/Retrieve,High,"Source src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java:145 shows ""when(this.owners.findByLastNameStartingWith(anyString(), any(Pageable.class))).thenReturn(tasks);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=findByLastNameStartingWith, NamePattern=query, CalleeNameAction=FINDER, IsVoidCall=false, ReturnType=org.springframework.data.domain.Page, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=true, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
738,PetClinic,1105,org.springframework.samples.petclinic.MySqlIntegrationTests#testOwnerDetails,org.springframework.samples.petclinic.MySqlIntegrationTests#testOwnerDetails(),build,build(),69,build,Compute/Transform,High,"Source src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java:69 shows ""RestTemplate template = builder.rootUri(""http://localhost:"" + port).build();"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=build, ComputeTransformNameHint=BUILD, CalleeNameAction=CREATION, ResultUsageKind=ASSIGNED|CHAINED, ReturnType=org.springframework.web.client.RestTemplate, InvocationFeedsAnotherCall=false, HasNestedInvocationArg=false."
739,PetClinic,3,org.springframework.samples.petclinic.model.ValidatorTests#shouldNotValidateWhenFirstNameEmpty,org.springframework.samples.petclinic.model.ValidatorTests#shouldNotValidateWhenFirstNameEmpty(),org.springframework.context.i18n.LocaleContextHolder#setLocale,org.springframework.context.i18n.LocaleContextHolder#setLocale(java.util.Locale),46,setLocale,Command/Mutate,High,"Source src/test/java/org/springframework/samples/petclinic/model/ValidatorTests.java:46 shows ""LocaleContextHolder.setLocale(Locale.ENGLISH);"". Label: Command/Mutate. The source call changes object, collection, repository, or application state, which matches the command/mutate role. Selected feature evidence: MethodName=setLocale, CalleeNameAction=MUTATOR, IsVoidCall=true, MethodLooksMutator=true, CalleeLooksCommandMethod=true, CalleeBodySummary=UNRESOLVED, PreviousStatementContainsMutation=false, FollowsStateMutationNearby=false."
740,PetClinic,845,org.springframework.samples.petclinic.vet.Vet#getSpecialties,org.springframework.samples.petclinic.vet.Vet#getSpecialties(),java.util.stream.Stream#sorted,java.util.stream.Stream#sorted(java.util.Comparator),61,sorted,Compute/Transform,High,"Source src/main/java/org/springframework/samples/petclinic/vet/Vet.java:61 shows ""return getSpecialtiesInternal().stream()"". Label: Compute/Transform. The source call derives, parses, formats, converts, streams, or transforms a value rather than primarily retrieving or mutating domain state. Selected feature evidence: MethodName=sorted, ComputeTransformNameHint=NONE, CalleeNameAction=OTHER, ResultUsageKind=RETURNED|CHAINED, ReturnType=java.util.stream.Stream, InvocationFeedsAnotherCall=true, HasNestedInvocationArg=true."
741,PetClinic,697,org.springframework.samples.petclinic.owner.VisitControllerTests#testProcessNewVisitFormSuccess,org.springframework.samples.petclinic.owner.VisitControllerTests#testProcessNewVisitFormSuccess(),param,"param(java.lang.String,java.lang.String)",77,param,Control/Orchestrate,Medium,"Source src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java:77 shows "".perform(post(""/owners/{ownerId}/pets/{petId}/visits/new"", TEST_OWNER_ID, TEST_PET_ID)"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=param, ReceiverCategory=chained_call, ResultUsageKind=PASSED_AS_ARGUMENT|CHAINED, InsideDelegationChain=true, HasChainedOrNestedDelegation=true."
742,JPacman,708,nl.tudelft.jpacman.ui.ScorePanel#refresh,nl.tudelft.jpacman.ui.ScorePanel#refresh(),nl.tudelft.jpacman.level.Player#isAlive,nl.tudelft.jpacman.level.Player#isAlive(),73,isAlive,Validate/Guard,High,"Source src/main/java/nl/tudelft/jpacman/ui/ScorePanel.java:73 shows ""if (!player.isAlive()) {"". Label: Validate/Guard. The call-site invokes validation, checking, assertion, or error-registration behavior in the source code. Selected feature evidence: MethodName=isAlive, CalleeNameAction=EXISTENCE_CHECK, NameContainsValidate=false, NameContainsCheck=false, CalleeLooksValidatorMethod=true, ResultUsageKind=USED_IN_CONDITION."
743,Thunderbird,1310,com.fsck.k9.controller.MessagingControllerTest#searchRemoteMessagesSynchronous_shouldNotifyOnFailure,com.fsck.k9.controller.MessagingControllerTest#searchRemoteMessagesSynchronous_shouldNotifyOnFailure(),ArgumentMatchers#eq,ArgumentMatchers#eq(boolean),261,eq,Control/Orchestrate,Medium,"Source app/core/src/test/java/com/fsck/k9/controller/MessagingControllerTest.java:261 shows ""when(backend.search(anyString(), anyString(), nullable(Set.class), nullable(Set.class), eq(false)))"". Label: Control/Orchestrate. The source call configures test behavior or request data rather than computing a domain value; its role is to coordinate the test scenario. Selected feature evidence: MethodName=eq, ReceiverCategory=static_type, ResultUsageKind=PASSED_AS_ARGUMENT, InsideDelegationChain=true, HasChainedOrNestedDelegation=true."
744,Thunderbird,7156,com.fsck.k9.activity.MessageCompose#checkToSaveDraftAndSave,com.fsck.k9.activity.MessageCompose#checkToSaveDraftAndSave(),com.fsck.k9.Account#hasDraftsFolder,com.fsck.k9.Account#hasDraftsFolder(),757,hasDraftsFolder,Validate/Guard,High,"Source app/ui/legacy/src/main/java/com/fsck/k9/activity/MessageCompose.java:757 shows ""if (!account.hasDraftsFolder()) {"". Label: Validate/Guard. The source uses the call result as a condition, comparison, null check, or guard, so the call-site is acting as a validity or control guard. Selected feature evidence: MethodName=hasDraftsFolder, ResultUsageKind=USED_IN_CONDITION, InIfCondition=true, ReturnsBoolean=false, BooleanLikeCall=true, InvocationResultUsedInComparison=false, InvocationResultUsedInNullCheck=false."
745,Thunderbird,4772,com.fsck.k9.message.MessageBuilderTest#setUp,com.fsck.k9.message.MessageBuilderTest#setUp(),com.fsck.k9.mail.internet.MessageIdGenerator#generateMessageId,com.fsck.k9.mail.internet.MessageIdGenerator#generateMessageId(),203,generateMessageId,Query/Retrieve,Medium,"Source app/core/src/test/java/com/fsck/k9/message/MessageBuilderTest.java:203 shows ""when(messageIdGenerator.generateMessageId(any(Message.class))).thenReturn(TEST_MESSAGE_ID);"". Label: Query/Retrieve. The source call retrieves or exposes information and its result is consumed without direct evidence of state mutation. Selected feature evidence: MethodName=generateMessageId, NamePattern=other, CalleeNameAction=OTHER, IsVoidCall=true, ReturnType=void, ResultUsageKind=PASSED_AS_ARGUMENT, MethodLooksAccessor=false, CalleeLooksQueryMethod=true, ReturnsBoolean=false, ReturnsCollection=false, ReturnsOptional=false."
746,JPacman,385,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoTraveller,nl.tudelft.jpacman.npc.ghost.NavigationTest#testNoTraveller(),com.google.common.collect.Lists#newArrayList,"com.google.common.collect.Lists#newArrayList(java.lang.String,java.lang.String,java.lang.String)",85,newArrayList,Creational,High,"Source src/default-test/java/nl/tudelft/jpacman/npc/ghost/NavigationTest.java:85 shows "".parseMap(Lists.newArrayList(""#####"", ""# # #"", ""#####""))"". Label: Creational. The source call is used to create, build, or obtain a new object/value through factory-like naming or creation features. Selected feature evidence: MethodName=newArrayList, CalleeNameAction=CREATION, IsFactoryLikeCall=false, ReturnsNewProjectType=false, MethodNameStartsWithCreate=false, MethodNameStartsWithBuild=false, MethodNameStartsWithOf=false, MethodNameStartsWithFrom=false, CalleeBodySummary=UNRESOLVED."
